CustomerID,RetentionPotential
C31107,Low
C17285,Low
C26859,High
C35718,Low
C37033,Low
C24654,Low
C26702,Low
C19863,High
C38887,Low
C27448,High
C22006,Low
C13438,Low
C14295,Low
C33070,Low
C25627,Low
C37639,Low
C26413,Low
C40348,Low
C34599,Low
C41900,Low
C17204,Low
C40098,Low
C19200,Low
C20642,Low
C22056,Low
C13183,Low
C26791,High
C14304,Low
C39127,Low
C42178,High
C19626,High
C19136,Medium
C34350,Low
C39719,Low
C30566,Low
C19246,Low
C16984,Low
C19286,Low
C39249,Low
C23567,Low
C37126,Low
C38195,Low
C35601,Low
C26256,High
C37212,Low
C15853,Low
C26860,Low
C18093,Low
C17339,Low
C18648,Low
C12309,Low
C19721,Low
C24102,Low
C23798,Low
C17368,Low
C40577,Medium
C14826,Low
C19735,High
C39765,Low
C21116,Low
C28288,High
C33276,Low
C36659,Low
C21431,Low
C41666,Low
C19240,Low
C34527,Low
C39100,High
C38256,Low
C40992,Low
C21988,Low
C36410,Low
C34473,Low
C40393,Low
C40501,Low
C28275,Low
C26092,High
C34529,High
C27915,Low
C17584,Low
C17080,Low
C18003,Low
C40360,Low
C19667,Low
C29303,Low
C28047,Low
C36878,High
C22259,Low
C29437,Low
C31182,Low
C26856,Low
C31110,Low
C39069,Low
C39672,Low
C15197,Medium
C25876,Low
C34034,High
C22169,Low
C14842,Medium
C19947,Low
C19604,Low
C31527,Low
C25854,Low
C12335,Low
C25674,Low
C42013,Low
C40993,Low
C14910,Low
C25758,Low
C40406,Low
C40108,Low
C27971,Low
C36541,Low
C24698,Low
C29219,Low
C34380,Low
C35683,Low
C40428,Low
C36094,Low
C16525,Low
C39586,Low
C36039,Low
C30184,Low
C38810,High
C17337,Medium
C35291,Low
C21887,Medium
C20750,High
C20094,Low
C29382,Low
C27616,Low
C20572,Low
C12789,Low
C14481,Low
C24711,Medium
C22681,Low
C24960,High
C41787,High
C24631,Low
C23595,Low
C18021,Low
C37346,High
C22310,Low
C40871,Low
C37150,Low
C40742,Low
C29851,Low
C41149,Low
C34749,Low
C39086,Low
C30284,Low
C28238,High
C19821,Low
C19593,Low
C20287,Medium
C33453,High
C21886,Low
C14168,Low
C19865,High
C15623,Low
C34233,Low
C32152,High
C15670,Low
C36400,Low
C25034,High
C24090,Low
C18075,Low
C27000,Low
C39639,High
C29942,Low
C28864,Low
C13392,Low
C28035,Low
C15656,Medium
C19270,High
C32521,High
C22101,Low
C33250,Low
C16692,Low
C28646,Low
C21036,High
C34042,Low
C15038,Medium
C38629,Low
C38225,Low
C25133,Low
C27751,Low
C16062,Medium
C31240,Low
C24904,Low
C23402,Low
C20574,High
C28920,Low
C27840,Low
C40585,Low
C33257,Low
C33657,Low
C24083,Low
C22124,Low
C23615,Low
C41197,Low
C19564,Low
C17032,Low
C15145,Low
C38418,High
C14895,Medium
C33038,Medium
C27301,Low
C17376,Low
C13249,High
C25749,Low
C40535,Low
C41739,Low
C26640,Low
C35232,Low
C27682,Low
C25784,High
C37959,Low
C32655,Low
C13795,Medium
C15902,Medium
C39525,High
C41351,High
C12721,Low
C30729,Low
C15030,High
C14757,Low
C26711,Low
C31687,High
C25397,High
C22886,Low
C20514,Low
C40707,Low
C26781,Low
C29909,Low
C37494,Low
C22371,Medium
C16032,Low
C26154,Low
C28214,High
C24553,Low
C22775,Low
C36187,Low
C20345,Low
C22680,Low
C35102,Low
C38977,Low
C18303,Low
C15612,Low
C18013,Low
C18386,High
C24211,Low
C26889,Low
C35440,Low
C35948,Low
C14765,Low
C27721,Low
C36993,Low
C20885,Low
C33785,Low
C20349,Low
C26249,Low
C14592,High
C15661,Medium
C31141,Low
C18581,Low
C32081,High
C21022,Low
C12871,Low
C32216,Low
C14103,Low
C22855,Low
C13939,Low
C22687,High
C37122,Low
C28116,Low
C15655,Low
C39039,Low
C30906,Low
C37624,Low
C20332,High
C30420,Low
C27044,Low
C22994,Low
C15945,Low
C26099,Low
C25207,Low
C23018,Low
C22314,High
C19775,Low
C19977,Low
C42160,Low
C40497,Low
C12475,Low
C40909,Low
C18375,Low
C20616,Low
C23488,Low
C17245,Low
C19579,Low
C16632,Low
C14864,Low
C15470,Low
C30968,Medium
C33219,Low
C38358,Low
C25217,Low
C30604,Low
C37029,Low
C28855,Low
C15274,Low
C36465,Low
C35459,Low
C15222,Low
C27132,Low
C36765,Low
C14080,Low
C29529,Low
C12867,Low
C32820,Low
C41501,Low
C22865,Low
C23211,Low
C37200,Low
C18583,Low
C37227,Low
C30785,Low
C20930,Low
C17791,Low
C31732,Low
C35138,Low
C25417,Low
C32727,Low
C33045,Low
C38997,Low
C15803,Low
C24727,Low
C15550,High
C31281,Low
C37585,Low
C18614,Low
C40932,Medium
C37484,High
C41840,Low
C18795,Low
C31242,Low
C38709,Low
C38884,Low
C24444,High
C17027,Low
C16453,Low
C31846,Low
C17934,High
C15220,Low
C19178,Low
C21315,Low
C16858,Low
C28298,High
C34823,High
C24643,Low
C17820,Low
C28904,Low
C12137,Low
C32278,Low
C28674,High
C30818,Low
C20997,Low
C17895,Low
C37301,Low
C14459,Low
C37546,Low
C29264,Low
C28203,High
C22281,Low
C22229,Low
C40487,Low
C41673,Low
C40449,Low
C35495,High
C13494,Low
C19393,High
C18703,Low
C17629,Low
C14752,Medium
C31019,Low
C32172,Low
C15679,Low
C18540,Low
C27422,Low
C17166,Low
C36086,Low
C25388,Low
C25216,Low
C15658,Low
C33013,Low
C32173,Low
C26988,Low
C13112,High
C23038,Low
C39704,Low
C35791,High
C34945,Low
C22552,Low
C16547,Low
C30001,Low
C34708,Low
C14638,Low
C36665,High
C25643,Low
C21519,High
C13033,Low
C32604,Low
C24540,Low
C15040,Low
C41412,Low
C25096,Low
C26108,Low
C25324,High
C35330,Low
C35225,Low
C25111,Low
C28572,Low
C30877,Low
C15880,Low
C31745,Low
C14688,Low
C25850,Low
C30237,Low
C18484,Low
C40682,Low
C14048,High
C26572,High
C20421,Low
C32689,Low
C24798,Low
C29078,Low
C39930,Medium
C35430,High
C31698,Low
C19768,Low
C25098,Low
C18360,Medium
C25990,Low
C17282,Low
C27558,Low
C34933,Medium
C16517,Medium
C12988,Low
C18176,High
C24308,Low
C40135,High
C31545,Low
C30486,Low
C31168,Low
C14391,Low
C26203,Low
C30265,Low
C26550,Low
C40441,Low
C38063,Low
C32333,Low
C41116,Low
C20559,Low
C18230,Low
C22429,Low
C35967,Low
C28307,High
C21890,High
C41398,Low
C17901,Medium
C22086,Low
C28134,Low
C18640,Low
C33383,Low
C24068,Low
C13316,Low
C38311,Low
C35080,Low
C20718,Low
C25741,Low
C37137,High
C39718,Low
C16328,Low
C37603,High
C16138,Low
C16640,Low
C23242,Low
C12482,Low
C29718,Low
C14411,High
C23178,Low
C17626,Low
C41698,Low
C22577,Low
C32874,Low
C38144,Medium
C20693,Low
C20228,Low
C39507,Low
C36947,Low
C18541,Low
C34710,Low
C19059,Low
C20589,High
C15230,Low
C15118,Low
C36371,Low
C26884,Low
C39503,Low
C18429,Low
C20819,Low
C18168,Low
C27409,Low
C20141,High
C12504,Low
C21122,Low
C31286,Low
C33122,Low
C18849,Low
C18165,Low
C42031,Low
C35936,Low
C14775,Low
C12763,Low
C22909,Medium
C36440,Low
C30509,Low
C14866,High
C14566,High
C27084,Low
C27457,Low
C23063,Low
C23024,Low
C19690,High
C31920,Low
C36731,Low
C29090,Low
C18746,Low
C19557,Low
C26323,Low
C37604,Low
C20373,Low
C17044,Low
C26984,Low
C25971,High
C34038,Low
C24747,Low
C40321,Low
C15256,Low
C35745,Low
C20534,Low
C34372,High
C15109,Low
C42010,High
C17779,High
C33279,Low
C27005,Low
C22088,Low
C32163,Low
C18974,Low
C30343,Low
C34715,Low
C27025,Low
C25838,Low
C26431,Medium
C25938,Low
C21462,Low
C23190,High
C23958,High
C25125,Low
C34505,Low
C13923,Low
C32940,Low
C19297,Low
C20671,Low
C37638,Low
C37412,High
C13446,Low
C13600,Low
C24054,Low
C29665,Low
C13106,High
C30194,Low
C14728,Low
C33147,Low
C29732,Low
C24703,High
C41393,Low
C13296,Low
C14585,Low
C14479,Low
C37986,Low
C19095,Low
C39068,Low
C23784,Low
C19144,Low
C41453,Low
C37111,Low
C28772,Low
C17442,Low
C26059,Medium
C34275,Low
C33985,Low
C19316,High
C15258,Low
C41686,Low
C41491,Low
C34916,Low
C23113,Medium
C37735,Low
C38614,Low
C25268,Low
C19191,Low
C19266,High
C19888,Low
C18493,Low
C30577,Low
C20052,Low
C33764,Low
C22096,Low
C16109,Low
C19536,High
C37596,High
C14406,High
C31652,Low
C38090,Low
C24120,Low
C40123,Low
C21265,Low
C29512,High
C41896,Low
C41161,Low
C26149,Low
C19847,Low
C15106,Low
C30106,High
C36952,Low
C13971,Low
C29891,Low
C12522,Low
C21145,High
C39816,Low
C21107,Low
C35064,Low
C37515,Low
C22415,Low
C17041,Low
C41216,Low
C22003,High
C34904,Low
C22494,Low
C21751,Low
C35584,Low
C32573,Low
C14932,Low
C14909,Low
C17361,Low
C41494,Low
C38932,High
C13940,Low
C27081,Low
C26563,High
C18777,Low
C29029,Low
C33060,Low
C23930,Low
C18212,Low
C17178,High
C15528,High
C34999,Low
C37253,Low
C37782,Low
C21618,Low
C25696,High
C32833,Low
C36524,Low
C22676,Low
C21028,Low
C18481,Low
C33721,Low
C27766,Low
C25808,Low
C13263,Low
C41450,Low
C28450,Low
C26701,Low
C12532,Low
C25445,High
C42185,Low
C38606,Low
C33005,Low
C28896,Low
C17858,Low
C19479,Low
C15152,Low
C38597,Low
C18824,Low
C38608,Low
C13962,Low
C37767,Low
C37826,Low
C13361,Medium
C30219,Low
C20462,Low
C33592,High
C24745,Low
C35133,Low
C38001,Low
C41844,Low
C19107,Low
C27364,Medium
C24501,Low
C41697,Low
C12255,Low
C41178,Low
C26134,Low
C27150,Low
C22858,Low
C13125,Low
C27913,Low
C35572,Low
C27946,Low
C39130,High
C24463,Low
C38496,Low
C20941,High
C24977,Low
C19676,Low
C22520,Low
C28426,Low
C36417,Low
C40179,Low
C33544,Low
C14478,Low
C16892,Low
C14400,Low
C18468,Low
C15978,Low
C33901,Low
C13317,Low
C14683,Low
C26297,Low
C32332,Low
C27384,High
C39491,High
C12865,Low
C32351,Low
C28937,Low
C20761,Medium
C42169,Low
C28109,Medium
C22526,Low
C17522,Low
C20618,Low
C14404,Low
C14131,Low
C39936,Low
C26958,Medium
C24295,High
C22519,High
C28532,Low
C39980,High
C18774,High
C34847,Low
C40926,High
C33888,Low
C38287,Medium
C17247,Low
C14551,Low
C13729,Low
C34767,Low
C26627,Low
C29445,High
C40026,Low
C33906,Medium
C35261,Low
C31898,Low
C23867,Low
C36348,Low
C37883,Low
C23268,Low
C24641,High
C35237,Low
C39208,Low
C26542,Low
C29344,Low
C23340,Low
C15209,Low
C30863,High
C29496,Low
C42061,Low
C18035,High
C16502,Low
C33552,High
C22447,High
C31269,Low
C40440,Low
C32150,Low
C17015,Low
C24790,Low
C37351,Low
C30599,Low
C37848,High
C24774,Low
C34611,High
C17527,Low
C14834,Low
C26873,Medium
C40967,Low
C41959,Low
C39151,Low
C17313,High
C30128,Low
C39693,Low
C36314,Low
C32724,Low
C16364,Low
C30799,High
C30891,Low
C31493,Low
C40452,High
C12891,Low
C20745,Low
C33813,Low
C20041,High
C28554,Low
C20397,High
C26972,Low
C14218,Low
C12286,Low
C28168,Low
C42045,High
C21629,Low
C21528,Low
C41803,Low
C15553,Low
C21527,Low
C33950,Low
C14106,Medium
C20255,Medium
C19425,Low
C24209,Low
C12266,Low
C29826,Low
C29208,Low
C28006,High
C33927,Low
C26214,Low
C27405,Low
C36983,Low
C17866,Low
C37386,Low
C15112,Low
C18152,Low
C22293,Low
C20978,High
C33912,Low
C18716,Low
C28768,High
C40204,High
C24963,Low
C35217,Low
C13713,Low
C16161,Low
C23398,Low
C36325,High
C13385,Low
C21770,Low
C17297,Low
C21684,Low
C41091,Low
C21401,High
C25300,High
C29255,Medium
C23901,Low
C19290,Low
C25331,Low
C28136,Medium
C14433,Low
C22966,Low
C13238,Low
C34659,Low
C34120,Low
C35781,Low
C28729,Low
C24644,High
C36779,Low
C31330,High
C26667,Low
C35110,Low
C39472,Low
C21115,Low
C22733,Low
C25154,Low
C24309,Low
C27568,Low
C38799,Low
C15884,Low
C22422,Low
C25052,Low
C39615,Low
C25660,High
C20598,Medium
C33218,Low
C28250,High
C20888,Low
C35318,Low
C31731,Low
C39373,Low
C31204,Low
C35372,Low
C17432,Medium
C12761,Low
C17843,Low
C30311,Low
C29516,Low
C36730,Low
C31029,Low
C15263,High
C31520,Low
C42028,Low
C27322,Low
C19447,Low
C24479,Low
C16446,Low
C38108,Low
C33797,Low
C17081,Low
C40813,Low
C19461,Low
C21985,Low
C34115,High
C28366,Low
C19126,Low
C19194,High
C28057,Low
C32921,Low
C40057,Low
C35848,High
C22611,Low
C36723,Low
C41687,Low
C28234,Low
C35061,Low
C39466,Low
C38130,Low
C24348,Low
C26138,Low
C34488,Low
C25218,Low
C41591,Low
C27159,Low
C12497,Low
C33212,Low
C14792,Low
C26130,Low
C17079,Low
C21706,Low
C27638,Low
C28105,Low
C17197,Low
C15043,Low
C25634,Low
C34070,Low
C36706,Low
C35545,Low
C39428,Low
C30223,Low
C13189,Low
C22409,Low
C31827,Low
C38564,Low
C24229,Low
C38501,Low
C20735,Low
C12129,Medium
C38547,Low
C28360,Low
C22221,Low
C41907,Low
C23624,Low
C15414,Low
C33500,Low
C19363,Low
C15783,Medium
C17751,Low
C42099,Low
C24475,Low
C24947,Low
C19956,Low
C24650,Low
C21302,Low
C17890,Low
C27545,Low
C31620,High
C26499,Low
C27866,Low
C21248,Low
C23408,Low
C22004,Medium
C31669,Low
C26429,Low
C37672,High
C28701,Low
C33205,Low
C17200,Low
C17056,Low
C30270,High
C29138,Low
C21349,Low
C22132,High
C40106,Low
C14871,High
C18270,Low
C20401,Low
C13876,Low
C31912,Low
C33878,High
C16039,Low
C32202,Low
C12572,Low
C27873,Low
C28947,Low
C20021,Low
C22572,Low
C27609,Low
C16165,Low
C12975,Low
C26528,Low
C22945,Low
C23477,Low
C34454,Low
C36113,Low
C41027,Low
C21839,Low
C27553,Low
C41569,Low
C37089,Low
C12605,Low
C17410,Low
C14675,Low
C13992,High
C29562,High
C20528,Low
C17643,Low
C30326,Low
C34110,Low
C34354,High
C14287,Low
C14229,Low
C26032,High
C21936,Low
C35396,Low
C23327,Low
C36083,Low
C27270,Low
C34220,Low
C39871,Medium
C33662,Low
C40377,Medium
C31216,Low
C27255,Low
C37687,High
C15143,Low
C27606,Low
C24772,Low
C20218,Low
C32696,Low
C41747,High
C39805,Low
C37946,Low
C20792,Low
C17075,High
C22732,Low
C12912,Low
C14943,Low
C12895,Low
C27492,Low
C27247,High
C23393,Low
C28387,Low
C27506,Low
C36979,Low
C36964,High
C27959,Low
C34755,Low
C20210,High
C20259,Low
C29531,Low
C13574,Low
C39367,Low
C23902,Medium
C12571,Low
C25700,Low
C37924,Low
C16623,Low
C39878,Low
C30844,High
C30023,Low
C24696,Low
C27141,Low
C33140,Low
C30315,Low
C27194,High
C19456,Low
C13799,Medium
C17814,Low
C38877,Low
C13464,High
C36884,High
C31721,Low
C41169,Low
C20415,High
C15408,Low
C29102,Medium
C17278,Low
C13286,High
C22238,Low
C35839,Medium
C27358,High
C38350,Low
C37318,Low
C21120,Low
C21362,Low
C34011,Low
C38470,Low
C14297,Low
C33139,Low
C17736,Low
C27312,Low
C32298,High
C28819,Low
C21251,Low
C24096,Low
C27905,Low
C14060,Low
C29250,Low
C37660,Low
C35460,Low
C21859,Low
C23182,Low
C31459,Low
C38268,High
C23970,Low
C36112,Low
C34692,Low
C29423,Low
C33987,Low
C37034,High
C28067,Low
C40469,Low
C35509,Medium
C23066,Low
C15071,Low
C32329,Low
C14214,Low
C36739,Low
C17982,High
C18670,Low
C16311,Low
C32800,Low
C34856,Low
C29443,High
C33135,Low
C23321,Low
C34572,Medium
C24972,Low
C22319,Low
C26762,Low
C28046,Low
C21364,Low
C30587,Low
C28587,Low
C18664,Low
C37818,Low
C27841,Low
C34028,Low
C24614,Low
C21551,Low
C26636,Low
C21910,High
C33366,Low
C22289,Low
C19142,Low
C37407,Low
C34989,Low
C16987,Low
C13914,Low
C21237,Low
C26622,Low
C32357,Low
C23759,Low
C13401,Low
C33914,Low
C21461,Low
C12241,Low
C21372,Low
C14327,Low
C17034,Low
C13563,Low
C38283,Low
C14332,Low
C31715,Medium
C40724,Low
C19152,Low
C34286,High
C22719,Low
C17389,Low
C25912,Low
C19407,Low
C35800,High
C31807,Low
C24536,Low
C13924,Low
C29680,Low
C37927,Low
C33920,High
C16335,Medium
C34842,High
C28623,Low
C23395,Low
C16372,Low
C42100,Low
C20947,Low
C30137,Low
C25051,High
C36155,High
C37244,Low
C20540,Low
C42132,Low
C14035,Low
C25580,High
C31808,High
C31357,High
C37125,Low
C16179,Low
C15606,Low
C36634,Low
C28223,Low
C29489,Low
C28268,Low
C18517,High
C31280,Medium
C26133,High
C28510,Low
C23493,Low
C22398,Low
C12471,Low
C27689,Low
C23687,Medium
C29129,Low
C16612,Low
C14491,Low
C24416,High
C23968,Low
C27456,Low
C20161,Low
C38899,Low
C18487,Low
C18759,Low
C13002,Medium
C12695,Low
C27680,Low
C41364,Low
C33072,Low
C28556,Low
C18476,Low
C16046,Low
C13846,Low
C35540,Low
C30320,Low
C21830,Low
C13512,Low
C22109,Low
C35419,Low
C26493,Low
C32797,Low
C24725,Low
C21088,High
C35185,High
C18100,Low
C22929,Low
C27813,Low
C20977,Low
C12632,Low
C24777,Medium
C36082,Low
C38616,Low
C17356,Low
C16602,Low
C26826,Low
C31008,Low
C27400,Low
C35965,Low
C32250,High
C22892,High
C14273,Low
C15179,Low
C19441,Low
C23948,Low
C12551,Low
C37151,Low
C15482,Low
C25910,Low
C35612,Low
C41873,Low
C32953,Low
C28336,High
C41661,Low
C27600,Low
C21478,Low
C40567,Low
C17886,High
C18884,Low
C26751,High
C12546,Low
C38812,High
C36876,Low
C38908,Low
C25861,Low
C24323,Low
C27686,Low
C34752,Low
C24036,High
C40556,Low
C38168,Low
C34917,Low
C21019,Low
C35322,Low
C16597,Low
C20171,Low
C13931,High
C25686,Medium
C12745,High
C39299,Low
C27152,Low
C28683,Low
C34458,Low
C27641,Low
C36107,Low
C13057,Low
C33242,Low
C14535,Low
C23518,Low
C21472,Low
C12665,Low
C24055,Low
C33233,Low
C23999,Low
C36711,Low
C23184,Medium
C21880,High
C31859,Low
C32836,Low
C40458,Low
C38306,Low
C42029,Low
C29315,Medium
C21720,Low
C26946,Low
C29944,High
C28787,Low
C22060,Low
C28663,Low
C33691,High
C16204,Low
C13577,Low
C17951,Low
C31894,Low
C32321,Low
C25206,Low
C25993,Low
C35647,Low
C26706,Low
C27732,Low
C15704,Low
C20024,Low
C16265,High
C28946,High
C20475,Low
C36680,Low
C28130,Low
C16044,Low
C19463,Medium
C19983,Low
C26689,Low
C27039,Low
C20104,High
C13648,Low
C22448,Low
C17019,High
C31327,Low
C31134,Low
C25720,Low
C23346,Low
C16485,High
C18531,Medium
C16312,Low
C24180,Low
C32826,Low
C17984,Low
C18005,Low
C18310,Low
C26242,Low
C28370,Low
C14104,Low
C39158,High
C15448,Low
C23156,Low
C17531,Low
C19793,Low
C35759,Low
C38034,Low
C22338,Low
C37128,Low
C23919,Low
C41141,High
C34548,Low
C23695,Low
C28456,Low
C16751,Low
C28481,Low
C38655,Low
C23713,Low
C37576,Low
C23752,Low
C19216,Low
C25486,Medium
C40883,Low
C40975,Low
C19114,Low
C40470,High
C41243,High
C35423,Low
C19995,Low
C28800,Low
C28152,Low
C24973,Low
C41068,Low
C21710,Low
C16803,Low
C27899,Low
C35680,Low
C26982,High
C17357,Low
C29085,Low
C35285,High
C19387,Low
C31740,High
C16952,Low
C15879,Low
C22387,High
C19758,Low
C14353,Low
C17453,Low
C20636,Low
C12180,Low
C26560,Low
C39944,Low
C40581,Low
C34312,Low
C22248,Low
C31437,Low
C34457,High
C22555,Medium
C17003,Low
C28182,Low
C20168,Low
C24037,Low
C25056,Low
C16019,Low
C34293,High
C38513,High
C29613,Low
C22434,Medium
C16543,Low
C36313,Low
C14821,Low
C25785,High
C22530,Low
C33238,Low
C12419,Low
C18964,Low
C39725,Low
C36076,Low
C19988,Low
C29191,Low
C13933,Low
C31795,Low
C17609,Low
C20154,Low
C40860,High
C30484,Low
C22920,Low
C31231,High
C30102,Low
C12561,Low
C27947,Low
C15930,Low
C34869,Low
C28578,Low
C18482,Low
C18837,Low
C16901,Low
C12298,Low
C21188,Low
C21471,Low
C36455,Low
C30541,Low
C14912,Low
C17988,Low
C30982,Low
C33320,Low
C16425,High
C15477,Low
C14115,Low
C19937,Low
C40543,Low
C12730,Low
C34250,Low
C28176,Low
C20868,High
C28727,High
C15996,Low
C36917,Medium
C17916,High
C26684,Low
C16139,High
C33367,High
C34504,Low
C17817,Low
C30898,Low
C40075,Low
C15061,High
C30433,Low
C41512,Low
C31378,Low
C18577,Low
C31279,Low
C42149,Low
C16223,Low
C31228,Low
C20736,High
C12210,Low
C35899,High
C15649,Medium
C41230,High
C29667,High
C25848,Low
C17632,Low
C21794,Low
C22609,High
C36350,High
C22592,Low
C24590,Low
C25965,Low
C14845,Low
C40923,Low
C24514,Low
C16078,Low
C30708,Low
C22830,Low
C13780,Low
C16385,Low
C12190,Low
C23065,Low
C36438,High
C24635,Low
C37375,Low
C28252,Low
C25975,Low
C17057,Low
C29046,Low
C29980,Low
C29175,Low
C36853,High
C37357,Medium
C38443,Low
C30187,Low
C27998,Low
C12668,Low
C22005,Low
C38432,Low
C40944,Low
C42011,High
C15676,Low
C29168,High
C24970,Low
C30396,Low
C24439,Low
C36772,Low
C32049,Low
C26284,Low
C27520,Low
C13049,Low
C16173,Low
C28287,Low
C22250,Low
C36117,Low
C17400,Low
C17277,Low
C17409,Low
C17974,High
C35066,Low
C28961,High
C34029,Low
C14692,Low
C26175,Low
C13544,Low
C22410,High
C32853,Low
C21406,Low
C12340,High
C18131,Low
C24220,Low
C39008,High
C17808,Low
C27216,Low
C32979,Medium
C21972,Low
C33019,Low
C38267,High
C28853,Low
C24603,High
C15149,Low
C31644,High
C34434,Low
C15113,High
C41829,High
C15731,Low
C39654,Low
C17471,Low
C20495,Low
C14542,High
C26837,Low
C15871,Low
C34518,Low
C15100,Low
C14687,Low
C30639,Low
C27294,Low
C12837,Low
C31218,Low
C28076,High
C27833,Low
C30366,Low
C16415,Medium
C19964,Medium
C22874,Low
C31194,Medium
C37156,Low
C37414,Low
C24500,Low
C19559,Low
C27462,High
C19111,Low
C40167,Low
C16641,Low
C18882,Low
C17290,Low
C23692,Low
C40694,Low
C28992,Low
C33413,Low
C35600,Low
C41359,High
C14627,High
C13107,High
C34301,Low
C24885,Low
C36212,Low
C15502,Low
C36471,Low
C29311,Low
C41332,Low
C29760,Low
C37123,Low
C31094,Low
C25771,High
C38935,Low
C32027,Low
C33852,Low
C30061,Low
C19154,Low
C17787,Low
C42051,Medium
C22240,Low
C23544,Low
C27920,High
C17580,Low
C15722,Low
C17275,High
C38553,Low
C17134,Low
C34195,Low
C40980,Low
C14678,Low
C40867,Low
C40793,Low
C34212,Low
C25698,Low
C36827,Low
C25412,Low
C26991,Low
C30843,Low
C26682,Low
C14500,Low
C28024,Low
C14475,Low
C13031,Low
C32103,High
C28233,High
C17216,High
C26384,High
C41131,Low
C40211,Low
C32303,High
C32659,Low
C20211,Low
C18029,Low
C39869,High
C17862,Low
C15236,Low
C26956,Low
C39281,Medium
C19738,Low
C31811,Low
C16383,Low
C14290,Low
C15894,Low
C14589,Low
C34597,Low
C20088,Low
C22356,Low
C24306,Low
C35293,Low
C22897,Low
C13720,Low
C33116,Low
C18808,High
C40250,Low
C31594,Low
C16832,High
C22051,Low
C18227,Low
C30517,Low
C27765,Medium
C32571,Low
C22157,Low
C12469,High
C14309,Low
C29448,Low
C26238,Low
C14689,Low
C28822,Low
C36267,Low
C38255,Low
C24230,Low
C29963,High
C34254,High
C41076,Low
C36158,Low
C39900,Medium
C32296,Low
C34519,High
C13311,Low
C30193,Low
C37049,Low
C31868,Low
C39235,Low
C39957,Low
C25618,Low
C15582,Low
C13607,Low
C13382,Low
C34145,Low
C22628,Low
C13119,Low
C22007,Low
C12517,Low
C23201,Low
C16048,Low
C29774,Medium
C39096,High
C17760,Low
C34183,High
C18232,Low
C17658,Low
C14937,Low
C37358,Low
C14279,Low
C34706,Low
C23267,Low
C29847,High
C36520,High
C22374,Low
C37178,Medium
C39636,Low
C15317,Low
C34156,Low
C15756,Low
C31015,Low
C39927,High
C26841,Low
C20235,Low
C29973,Low
C14051,Low
C17066,Low
C38199,Low
C17163,Low
C29323,High
C14709,Low
C20064,Low
C23133,Low
C33124,Low
C19625,Low
C32636,Medium
C31014,Low
C12523,Low
C40260,High
C32606,Low
C29213,Low
C31477,High
C16264,Low
C17446,Low
C15356,Low
C38681,High
C28888,Low
C34634,Low
C40330,Low
C36356,Low
C22864,High
C22266,Low
C39975,Low
C25794,Low
C28171,Low
C22269,Low
C41425,Low
C16423,High
C32519,High
C27168,Low
C19166,High
C25512,Low
C23620,Low
C21430,High
C36539,High
C38097,Low
C34979,Low
C37982,Low
C32033,Low
C30623,Low
C40784,Low
C35725,Low
C19444,Low
C32019,Low
C21658,Low
C38037,Low
C23007,Low
C38591,Low
C35659,Low
C34540,Low
C32754,Low
C16634,Low
C23997,Low
C31704,Low
C12534,Low
C18538,Low
C25382,Low
C35557,Low
C32124,Low
C14405,Low
C24824,Low
C12161,Low
C16222,High
C13426,Low
C13738,High
C32685,Low
C24085,Low
C39383,Low
C31589,Low
C24834,High
C24582,High
C13646,Low
C28918,Low
C37937,Low
C34256,Low
C27487,Low
C34441,Low
C41596,High
C21558,Low
C28225,Low
C18763,High
C23746,Low
C15975,Low
C39483,Low
C18462,Low
C36432,Low
C40696,Low
C14180,Low
C39984,Low
C24828,Low
C34208,High
C38970,Low
C18962,High
C26026,Low
C26441,Low
C33477,Low
C34439,High
C21796,Low
C25885,Low
C22607,Low
C27264,Low
C36769,Low
C14360,Low
C36767,Low
C35224,Low
C14785,Low
C40111,Low
C25737,High
C18927,High
C19914,Low
C32338,Low
C36149,Low
C38505,Low
C35873,Low
C13588,Low
C22943,High
C20473,Low
C41707,Low
C19055,Low
C34136,Low
C37745,High
C26674,High
C13915,High
C38543,Low
C23147,Low
C15093,Low
C28042,Low
C14510,Low
C33171,Low
C36265,Low
C39342,High
C26978,Low
C32316,Low
C13232,Low
C26524,High
C13913,Low
C17078,Low
C17849,Low
C24738,Low
C41657,High
C24429,Low
C29171,Low
C28050,High
C35505,Low
C19974,Low
C23344,Low
C16754,Low
C18028,High
C29220,Low
C21071,Low
C20695,Low
C18935,Low
C38467,Low
C33533,Low
C41103,Low
C13656,High
C14163,Low
C16005,Low
C30860,Low
C21084,Low
C27985,Low
C26090,High
C30232,High
C25948,Low
C39621,Low
C35586,High
C14547,Low
C39722,High
C34501,Low
C16740,Low
C29958,Low
C22192,Low
C37113,High
C31162,Low
C21501,Low
C30196,High
C18222,Low
C33575,Medium
C27114,High
C32374,Low
C27543,Low
C40552,Low
C21438,Low
C15141,Low
C41510,Low
C37560,High
C28447,Low
C38414,Medium
C16300,High
C12941,Low
C24304,Low
C31576,Low
C36751,High
C27237,Low
C34084,Low
C32240,High
C19163,High
C33502,Medium
C27590,Low
C19938,High
C24602,Low
C35742,Medium
C18331,High
C32907,Low
C18900,High
C27398,High
C38816,High
C33480,Low
C12438,Low
C15462,High
C37711,High
C42140,Low
C23507,Low
C29307,Low
C21875,High
C40613,Low
C15993,Low
C16083,High
C20042,Low
